"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"22","Woman","70 to 79",72,"Bac+2 (BTS ou autre)","Retraité(e)","","","Inactifs","Hauts-de-France","Oise - (60)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","En couple","2 personnes","La dengue","Le chikungunya","Le paludisme","","","","","","Faux","Oui, montrez-moi un exemple","B",8,"A",9,"A",7,"B",8,"A",10,"B",8,"A",8,"B",8,"A",8,"B",8,8,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le port des vêtements longs, amples et clairs","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","Non","No or unsure",8,8,8,8,5,"Maison individuelle","","No","No, never","","No","Yes","Never or almost never","Never","Omnivore","","Professionnels de santé","Autre","","","","","abonnement association spé",3,"No","No","Yes","No","No","Yes","No","No","Yes",3,3,8,8,"Hauts-de-France Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",0.37079862186686,-0.369205790649651,-1.15784713206706,-0.199708135863518,0.31462304994157,-0.509999713289675,-0.901805235692101,0.0734626931518958,-0.558486319554082
"23","Man","18 to 29",26,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Occitanie","Gard - (30)","Village (<2 000 inhabitants)","South East","En famille","3 personnes","","","","","","","","Les moustiques ne transmettent aucune maladie","Vrai","Non, allez directement aux 10 votes","B",5,"B",5,"A",5,"A",5,"B",5,"B",5,"B",5,"A",5,"B",5,"A",5,10,"Never","","","","","","","","","","","","Non","No or unsure",1,1,1,1,1,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Famille","","","","","","",0,"No","No","No","No","No","No","No","No","No",-1,-1,1,1,"Occitanie Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"High exposure",-1.68189025490756,-0.809554414441861,0.290285735475856,-1.63718890793133,-0.295441750568463,-1.07879606919769,-0.0245086615414458,-1.80478634527277,-2.61478707004269
"24","Man","50 to 59",50,"Bac (général, pro et technologique)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Provence-Alpes-Côte d'Azur","Var - (83)","Small town (between 2.000 and 20.000 inhabitants)","South East","En couple","4 personnes","La dengue","Le chikungunya","Le paludisme","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",8,"B",8,"B",6,"B",8,"A",6,"B",8,"A",6,"B",8,"B",6,"A",6,2,"Several times a week","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","","","","","","","","Oui","Oui","No or unsure",3,4,5,6,5,"Maison individuelle","","No","No, never","","Yes","Yes","Sometimes","1 to 5 times per week","Omnivore","","Famille","Votre propre recherche par internet","","","","","",3,"No","No","No","No","No","Yes","Yes","Yes","No",4,4,3.5,5.5,"Provence-Alpes-Côte d'Azur Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"High exposure",-0.324949023251954,-1.44842738368075,-1.47230655474221,-0.968463787947663,-0.0970084796338405,0.382967604937762,0.173119784708597,-1.041191109723,-0.81259733514228
"25","Woman","18 to 29",29,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Hauts-de-France","Pas-de-Calais - (62)","Village (<2 000 inhabitants)","North East","En couple","3 personnes","Le Zika","","","","","","","","Vrai","Non, allez directement aux 10 votes","B",5,"A",5,"A",5,"B",5,"B",5,"B",5,"B",5,"B",5,"B",5,"A",5,1,"A few times","Autre","","","","","","","","","Spray aromazone","Oui","Non","No or unsure",5,5,5,5,5,"Appartement","","No","No, never","No","Yes","No","Never or almost never","Never","Reduced-meat diet","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","No","No","No",1,1,5,5,"Hauts-de-France Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.132746826434243,0.185897881030889,0.0782360675581972,-0.415781020885797,-0.0937454560119182,-2.45682048783402,-1.53834485662856,-0.398154328753049,-1.30540045692153
"26","Woman","50 to 59",51,"Bac+2 (BTS ou autre)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Indépendant(e)","","CSP+","Pays de la Loire","Vendée - (85)","Small town (between 2.000 and 20.000 inhabitants)","North West","Seul","1 personne","La dengue","Le chikungunya","Le paludisme","","","","","","Faux","Non, allez directement aux 10 votes","A",7,"A",9,"A",7,"B",8,"B",5,"B",9,"B",9,"B",8,"A",9,"B",5,1,"Never","","","","","","","","","","","","Non","No or unsure",1,1,2,1,1,"Maison individuelle","","No","No, never","No","No","Yes","Sometimes","1 to 5 times per week","Vegetarian","","Les médias (journaux, magazines, télévision, radio)","Votre propre recherche par internet","Autre","","","","Naturopathie",0,"No","No","No","No","No","No","No","No","No",3,3,1,1.5,"Pays de la Loire Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.32091362118909,1.20645187487238,0.647919443888587,0.967726479022044,-0.105472016809974,-3.33358739513716,-2.47209362540326,0.698036066620993,-1.00945037641669
"27","Man","70 to 79",78,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Auvergne-Rhône-Alpes","Isère - (38)","Small town (between 2.000 and 20.000 inhabitants)","South East","En couple","2 personnes","La dengue","Le paludisme","Le chikungunya","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",9,"B",9,"A",9,"A",9,"A",9,"B",8,"B",9,"A",8,"B",9,"A",9,5,"Several times a week","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Usage des répulsifs cutanés","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage de bougies et/ou de spirales anti-moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","Oui","Non","No or unsure",1,1,5,8,8,"Maison individuelle","","No","No, never","","No","No","Often","5 to 10 times per week","Omnivore","","Professionnels de santé","","","","","","",6,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes",4,4,1,6.5,"Auvergne-Rhône-Alpes Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"High exposure",-2.7886197702177,-2.32341925652613,-1.25250969551904,-2.71858536883245,0.0562777553251508,-0.0397997532484829,1.00108193883138,-3.19845290662699,-2.93090724115493
"28","Man","30 to 39",32,"CAP/BEP (ou autre diplôme technique)","Ouvrier(e)","Salarié(e)","","CSP-","Nouvelle-Aquitaine","Deux-Sèvres - (79)","Small town (between 2.000 and 20.000 inhabitants)","North West","En couple","3 personnes","Le chikungunya","","","","","","","","Faux","Non, allez directement aux 10 votes","A",5,"B",5,"A",9,"A",3,"A",3,"B",5,"A",3,"A",1,"B",10,"B",9,1,"A few times","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","","","Non","Non","Yes",2,4,8,9,9,"Maison mitoyenne","","No","Yes, often","","No","Yes","Sometimes","1 to 5 times per week","Reduced-meat diet","","Votre propre recherche par internet","","","","","","",1,"No","No","No","Yes","No","No","No","No","No",1,1,3,8.5,"Nouvelle-Aquitaine Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Lower than secondary school","Yes",NA,"Medium exposure",-2.11541213906803,-2.14815062312427,-1.45009449269932,-2.64592601650408,-0.299067345567582,-0.310935603025118,0.68709843623407,-1.9479392910302,-1.61822579140314
"29","Woman","30 to 39",36,"CAP/BEP (ou autre diplôme technique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Normandie","Seine-Maritime - (76)","Small town (between 2.000 and 20.000 inhabitants)","North West","En famille","6 personnes ou plus","La dengue","Le chikungunya","","","","","","","Faux","Oui, montrez-moi un exemple","A",5,"B",5,"B",5,"A",5,"B",5,"B",5,"A",5,"B",5,"B",5,"B",5,2,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","","","","Non","No or unsure",5,5,5,5,5,"Appartement","","No","No, never","No","Yes","No","Sometimes","Less than once a week","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","","","","","","",1,"No","No","No","No","No","No","No","No","Yes",2,2,5,5,"Normandie Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Lower than secondary school","No",NA,"Low exposure",0.864248822171924,-0.453980890909503,-0.530287111274984,-0.539097509741371,-0.878536114777905,-1.2224080088271,-1.04336619380257,0.666919125422238,-0.0385085954420299
"30","Woman","50 to 59",53,"Bac+2 (BTS ou autre)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Nouvelle-Aquitaine","Gironde - (33)","Large city (>100 000 inhabitants)","South West","En famille","4 personnes","Le chikungunya","La dengue","Le Zika","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",3,"A",6,"A",9,"A",3,"B",9,"B",9,"B",9,"B",9,"B",6,"B",9,1,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Usage des répulsifs cutanés","","","","","","","Oui","Oui","No or unsure",9,9,3,10,10,"Maison mitoyenne","","No","No, never","No","Yes","Yes","Often","5 to 10 times per week","Reduced-meat diet","","Les médias (journaux, magazines, télévision, radio)","Vos amis, voisins ou autres sources communautaires","Famille","Professionnels de santé","Votre propre recherche par internet","","",4,"No","No","No","Yes","No","Yes","No","Yes","Yes",3,3,9,6.5,"Nouvelle-Aquitaine Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.273867416407059,-0.392041539122281,-0.587934669688953,-1.16061831358166,-0.37188919710594,-2.37927188224803,-1.61987422713909,-0.234533620675017,-1.34506620888811
"31","Man","70 to 79",76,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Nouvelle-Aquitaine","Haute-Vienne - (87)","Small town (between 2.000 and 20.000 inhabitants)","South West","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","","","","","","Faux","Non, allez directement aux 10 votes","B",3,"B",8,"A",10,"B",7,"B",10,"B",10,"B",9,"B",8,"A",3,"B",8,7,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","","","","","","Oui","Oui","No or unsure",4,4,5,10,3,"Maison individuelle","","No","No, never","","No","Yes","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",5,"No","No","No","Yes","No","Yes","Yes","Yes","Yes",3,3,4,7.5,"Nouvelle-Aquitaine Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","Equal to secondary school","No",NA,"Medium exposure",1.23132527537364,0.817235160053223,0.847364040610827,1.07217257309483,-0.206238152148387,-2.6569585376741,-2.09076815496069,-0.293641495783514,-2.81280036430879
"32","Woman","40 to 49",45,"Bac+2 (BTS ou autre)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Occitanie","Lozère - (48)","Village (<2 000 inhabitants)","South East","En famille","2 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Vrai","Oui, montrez-moi un exemple","B",7,"B",8,"A",7,"A",6,"B",7,"B",8,"A",9,"B",7,"A",7,"B",8,7,"A few times","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","","","","","","","","Non","Non","No or unsure",6,6,7,7,7,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",3,"No","No","Yes","No","No","No","Yes","Yes","No",0,0,6,7,"Occitanie Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.27276760343308,0.441780545104403,0.115026178974259,0.67573593412677,-0.29767255034279,-0.789582838354179,-1.3944346039531,0.874143761095312,-1.09113786250367
"33","Woman","70 to 79",79,"Bac+2 (BTS ou autre)","Retraité(e)","","","Inactifs","Bretagne","Morbihan - (56)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","En couple","2 personnes","La dengue","Le paludisme","","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","A",3,"A",5,"A",5,"A",7,"A",5,"B",5,"B",6,"B",5,"B",6,"B",6,1,"Never","","","","","","","","","","","","Non","No or unsure",3,7,3,2,5,"Appartement","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",2,2,5,2.5,"Bretagne Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",-0.908746643939331,-1.88601241600654,-2.20785789584573,-2.27220385452494,-0.0834135716404733,-1.69402313146881,-0.602492020358915,-1.38504753824229,-0.887566497204146
"34","Woman","50 to 59",58,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Grand Est","Marne - (51)","Large city (>100 000 inhabitants)","North East","En couple","2 personnes","Le paludisme","Le Zika","Le chikungunya","La dengue","","","","","Faux","Oui, montrez-moi un exemple","A",7,"A",6,"A",9,"B",8,"B",9,"B",9,"B",8,"B",9,"B",6,"B",9,1,"A few times","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","Non","Non","No or unsure",3,4,7,7,5,"Maison individuelle","","No","No, never","No","No","No","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",3,"No","No","No","No","No","Yes","No","Yes","Yes",4,4,3.5,7,"Grand Est Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",0.645381967369311,0.26136802387067,-0.0169846415832904,-0.482302109539971,-0.419436713053506,-3.91124398922546,-2.25759304221864,-0.0761898979785565,-1.14094824458826
"35","Woman","60 to 69",69,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Normandie","Calvados - (14)","Large city (>100 000 inhabitants)","North West","Seul","1 personne","La dengue","Le paludisme","Le chikungunya","","","","","","Faux","Non, allez directement aux 10 votes","A",8,"B",8,"A",7,"B",6,"B",7,"B",9,"B",7,"B",8,"B",8,"B",7,1,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","Oui","Non","No or unsure",7,7,3,5,5,"Appartement","","No","No, never","","No","No","Never or almost never","Never","Reduced-meat diet","","Professionnels de santé","","","","","","",3,"No","No","No","Yes","No","Yes","Yes","No","No",3,3,7,4,"Normandie Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"Low exposure",0.683646735789636,0.0471741252057747,0.227507414078403,-0.239101512886285,-0.617782131087957,-3.8810351277002,-2.10681089965209,-0.745825318739234,-2.31624662670516
"36","Man","50 to 59",55,"CAP/BEP (ou autre diplôme technique)","Retraité(e)","","","Inactifs","Occitanie","Hérault - (34)","Large city (>100 000 inhabitants)","South East","En couple","3 personnes","Le paludisme","Le chikungunya","La dengue","Le Zika","","","","","Je ne sais pas","Non, allez directement aux 10 votes","B",3,"B",7,"A",9,"B",7,"B",6,"B",9,"B",8,"B",6,"A",5,"B",8,2,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","","","","","","Oui","Oui","No or unsure",4,6,3,2,4,"Maison individuelle","","No","No, never","","No","Yes","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",5,"No","No","No","Yes","No","Yes","Yes","Yes","Yes",4,4,5,2.5,"Occitanie Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",1.23190990464419,0.809257344732699,0.833352457239656,1.06370781219981,-0.1976230543055,-2.6408703616279,-2.08976557441194,-0.304036361856108,-2.85680298693541
